pred,actual
1.4688075028178105,1.2763627511636035
1.845841196421163,2.4181135179775883
3.2435103050512355,1.2933828223807664
1.2510827169664447,1.421271425856654
1.7614356520912393,2.0742664077777646
2.9149661216077076,1.9401254621091633
2.203309914622672,1.0803554152735535
1.0824096341825165,1.8224718995393807
2.5828206663965423,1.6041257443732075
2.023434992321539,3.2273459468237733
4.02137156315708,3.6536649416853346
4.157435375974641,3.584356951110389
3.6002399853366,6.860737583664735
8.175993780354439,7.5260615306382
7.782305367684779,6.9859562139235685
6.271816196134995,6.364961575158889
6.1507518356148685,5.064692648829495
4.706179303412563,4.2297418775352575
4.008742857608135,4.193941551861085
4.4565297041809036,4.192776545086071
4.401247494968747,3.809618539035742
3.8058428552545776,3.882334959078469
4.111589837260423,3.015448123100445
2.977334184893814,2.920078482508609
3.1112476362203765,2.7250508917449023
3.0470256032228926,2.4373574290305178
2.612466362575019,1.3502901500877798
1.323466045643892,2.2188578062322306
2.944740445625002,2.514602749330615
3.0844092035418447,2.7002826339835035
2.9283211945736536,3.196269939755138
3.6744404394043375,3.499342055839225
3.8743861765649026,2.3932278489668093
2.1945983259955817,4.240778179392407
5.142055779822307,5.082304560156289
5.701220782572654,4.743679342727907
4.450570359202098,5.0336778098336294
5.222773440866087,4.92442049930679
5.084699811723723,4.249366508604952
4.035301087472478,3.9168445231187543
3.972656012673349,2.478643464697202
2.272264474621473,3.1498936309049435
3.6501762585142736,2.4468206163742203
2.63634801110894,2.527055217467055
2.7164071801145817,4.944531003890923
6.160188807573394,5.706957452730297
6.072042535588381,6.029875718013681
5.873831825343797,7.478934328624782
7.995335369293917,7.1175637587204434
6.8925766460045175,8.701185010285416
8.909997431219125,6.667903303808621
5.905248870080938,8.303449629161722
8.515234959136771,11.781336839775763
13.01649967128985,21.049719796569896
23.38703177089068,21.309014951832967
19.857278290142954,26.5717197890331
25.99022456376758,29.60411023041742
29.363955110667497,25.596195122436846
21.646174391463113,16.126634958382855
10.906830247566177,10.14526168455701
7.74299502935302,6.7830729700948424
6.00300467296594,4.642086177521061
3.9577141284287687,1.796864801620622
1.0747708277807728,1.4966799962741977
