pred,actual
1.1992636686004914,1.115689133775044
1.275301321791747,1.2475888988454944
1.26888301363326,1.3109931706694975
1.3229070029245915,1.4258822852216846
1.4284079528105869,1.7450864908491992
1.679955813084526,2.2043529202255456
2.0948620959843764,1.624050671907687
1.8509159408518832,1.2315941329337916
1.2977628747846366,0.9018143220266692
0.916739435775692,1.0787318972784583
1.0019805024461548,1.9897431310848572
1.76298665360749,2.719536580646074
2.61921182070922,2.19246631592489
2.4418928909087034,2.7041621717162467
2.4292480327745785,1.682062752483204
1.896995008406802,0.9558543760498156
1.0534764210682874,0.9325222159067288
0.8077654542858566,1.4928480898062653
1.3256333954547668,0.7910544786226281
1.1517088422680963,0.76777392350248
0.8149899337283057,0.7681163040491583
0.7766905172873454,0.7387742208423773
0.8257865792145651,0.4714268633602259
0.6580525912745467,0.3369392481279665
0.4569925600015685,0.3748913358446817
0.4459622074874492,0.366366166146912
0.49259589572753115,0.5431830526887566
0.622609112616193,0.550647041398126
0.685946402290981,0.628742897584648
0.724095303375143,0.7307213080087986
0.8045522766201298,0.7984804532259838
0.8825168708530915,0.9219461503159956
0.9799234834727509,1.4939248961677134
1.3978302460859147,1.6671586007821
1.716024191242078,1.262938399606128
1.455923927235239,0.5558539329128007
0.7546416418359233,0.6270322490509733
0.5488580815257657,1.1503977743379885
1.035494859486831,1.1272766841186874
1.2884205816822232,1.2539238536287145
1.314435937292355,1.1444175985359477
1.2174723049822527,1.1306795517321844
1.156632865482242,0.937447499276016
1.0310777489689413,0.9542361136565544
0.9854471294218162,0.5962583289803566
0.764646353895115,1.0464713967635972
0.9518280579657078,0.714748790304941
0.9185635337486607,0.6134305199725767
0.7254195639936962,0.3330214779107134
0.4778009350526855,0.4611409724076472
0.4913356196032068,0.7377552484068057
0.7665332600166456,0.5407399874895027
0.7510700600693089,0.3906646372399802
0.5395159745675766,0.5792039838582066
0.5915573648022555,0.5282926274568931
0.6575024248336587,0.672065662664966
0.7462023979319122,0.7187045123726338
0.8143278000296953,1.1490194257431794
1.1115807282564112,1.1923086754682066
1.2864585682573377,1.2621937187675891
1.3147160585503608,1.2736850381319278
1.3050758138234877,1.0633879171874423
1.15644865390809,0.8889358293947303
0.9607749513800438,1.0303153027855072
1.0086427465626275,1.1973099126274185
1.2078429931824954,0.7275014738875127
0.9586682363198431,1.2142810439740073
1.084977598506593,1.411365263326425
1.4109036448502899,1.0000564815953044
1.2183180386224393,0.653049881895234
0.7764557943821085,0.4902030015005465
0.5357618511905221,0.4921543037272425
0.5468773087785794,0.3896053844024698
0.53317294140378,0.4150729693509174
0.5219721816977305,0.2208626904825151
0.39581208652251676,0.1742117105954423
0.2957258993888958,0.0892724522490897
0.23348832952893783,0.1192329331021895
0.24340286787622212,0.0741731889667948
0.23488932777650628,0.0830877721172313
0.22648464090263354,0.0889339824548187
0.2320990310409179,0.1083719231119038
